"id","title","created_at","pattern"
671,"radio-button","0000-00-00 00:00:00","blueprint"
672,"rubygems","0000-00-00 00:00:00","bricks"
673,"window","0000-00-00 00:00:00","steps"
674,"xmlhttprequest","0000-00-00 00:00:00","zigzag"
675,"pyqt","0000-00-00 00:00:00","tartan"
676,"angularjs-scope","0000-00-00 00:00:00","brady-bunch"
677,"geometry","0000-00-00 00:00:00","bricks"
678,"int","0000-00-00 00:00:00","weave"
679,"find","0000-00-00 00:00:00","cicada-stripes"
680,"gdb","0000-00-00 00:00:00","steps"
681,"documentation","0000-00-00 00:00:00","waves"
682,"excel-formula","0000-00-00 00:00:00","waves"
683,"connection","0000-00-00 00:00:00","bricks"
684,"cursor","0000-00-00 00:00:00","weave"
685,"firefox-addon","0000-00-00 00:00:00","seigaiha"
686,"thread-safety","0000-00-00 00:00:00","tartan"
687,"ruby-on-rails-3.1","0000-00-00 00:00:00","seigaiha"
688,"silverlight-4.0","0000-00-00 00:00:00","polka-dots"
689,"content-management-system","0000-00-00 00:00:00","shippo"
690,"data.frame","0000-00-00 00:00:00","cross"
691,"autolayout","0000-00-00 00:00:00","upholstery"
692,"dart","0000-00-00 00:00:00","zigzag"
693,"jquery-validate","0000-00-00 00:00:00","stars"
694,"oracle10g","0000-00-00 00:00:00","cicada-stripes"
695,"filesystems","0000-00-00 00:00:00","brady-bunch"
696,"format","0000-00-00 00:00:00","shippo"
697,"nested","0000-00-00 00:00:00","seigaiha"
698,"timestamp","0000-00-00 00:00:00","stars"
699,"log4j","0000-00-00 00:00:00","horizontal-stripes"
700,"sum","0000-00-00 00:00:00","microbial-mat"
701,"docker","0000-00-00 00:00:00","cross"
702,"linq-to-entities","0000-00-00 00:00:00","bricks"
703,"sql-update","0000-00-00 00:00:00","bricks"
704,"html5-canvas","0000-00-00 00:00:00","seigaiha"
705,"stack","0000-00-00 00:00:00","blueprint"
706,"extjs4","0000-00-00 00:00:00","half-rombes"
707,"fluent-nhibernate","0000-00-00 00:00:00","steps"
708,"command","0000-00-00 00:00:00","blueprint"
709,"webdriver","0000-00-00 00:00:00","waves"
710,"dependencies","0000-00-00 00:00:00","polka-dots"
711,"timeout","0000-00-00 00:00:00","arrows"
712,"xampp","0000-00-00 00:00:00","diagonal-stripes"
713,"g++","0000-00-00 00:00:00","cicada-stripes"
714,"set","0000-00-00 00:00:00","cicada-stripes"
715,"maven-2","0000-00-00 00:00:00","cicada-stripes"
716,"db2","0000-00-00 00:00:00","cicada-stripes"
717,"kernel","0000-00-00 00:00:00","shippo"
718,"switch-statement","0000-00-00 00:00:00","cicada-stripes"
719,"icons","0000-00-00 00:00:00","cross"
720,"location","0000-00-00 00:00:00","cicada-stripes"
721,"windows-installer","0000-00-00 00:00:00","blueprint"
722,"django-admin","0000-00-00 00:00:00","argyle"
723,"load","0000-00-00 00:00:00","tablecloth"
724,"in-app-purchase","0000-00-00 00:00:00","seigaiha"
725,"foreign-keys","0000-00-00 00:00:00","shippo"
726,"android-widget","0000-00-00 00:00:00","upholstery"
727,"hive","0000-00-00 00:00:00","brady-bunch"
728,"gtk","0000-00-00 00:00:00","japanese-cube"
729,"boolean","0000-00-00 00:00:00","stars"
730,"arm","0000-00-00 00:00:00","cross"
731,"return","0000-00-00 00:00:00","brady-bunch"
732,"gmail","0000-00-00 00:00:00","diagonal-stripes"
733,"user","0000-00-00 00:00:00","zigzag"
734,"jpanel","0000-00-00 00:00:00","vertical-stripes"
735,"sms","0000-00-00 00:00:00","diagonal-stripes"
736,"google-play","0000-00-00 00:00:00","japanese-cube"
737,"locking","0000-00-00 00:00:00","horizontal-stripes"
738,"uitextfield","0000-00-00 00:00:00","cicada-stripes"
739,"ckeditor","0000-00-00 00:00:00","weave"
740,"fortran","0000-00-00 00:00:00","brady-bunch"
741,"jquery-animate","0000-00-00 00:00:00","polka-dots"
742,"escaping","0000-00-00 00:00:00","half-rombes"
743,"jackson","0000-00-00 00:00:00","seigaiha"
744,"arguments","0000-00-00 00:00:00","madras"
745,"tinymce","0000-00-00 00:00:00","vertical-stripes"
746,"broadcastreceiver","0000-00-00 00:00:00","shippo"
747,"npm","0000-00-00 00:00:00","japanese-cube"
748,"woocommerce","0000-00-00 00:00:00","argyle"
749,"ip","0000-00-00 00:00:00","steps"
750,"dataset","0000-00-00 00:00:00","diagonal-stripes"
751,"polymorphism","0000-00-00 00:00:00","zigzag"
752,"full-text-search","0000-00-00 00:00:00","arrows"
753,"qt4","0000-00-00 00:00:00","tablecloth"
754,"uikit","0000-00-00 00:00:00","argyle"
755,"cygwin","0000-00-00 00:00:00","japanese-cube"
756,"embedded","0000-00-00 00:00:00","brady-bunch"
757,"singleton","0000-00-00 00:00:00","madras"
758,"pthreads","0000-00-00 00:00:00","horizontal-stripes"
759,"interface-builder","0000-00-00 00:00:00","arrows"
760,"queue","0000-00-00 00:00:00","weave"
761,"certificate","0000-00-00 00:00:00","seigaiha"
762,"alignment","0000-00-00 00:00:00","argyle"
763,"repository","0000-00-00 00:00:00","brady-bunch"
764,"compare","0000-00-00 00:00:00","vertical-stripes"
765,"app-store","0000-00-00 00:00:00","zigzag"
766,"webserver","0000-00-00 00:00:00","cicada-stripes"
767,"apache2","0000-00-00 00:00:00","zigzag"
768,"zip","0000-00-00 00:00:00","steps"
769,"usb","0000-00-00 00:00:00","japanese-cube"
770,"migration","0000-00-00 00:00:00","upholstery"
771,"ejb","0000-00-00 00:00:00","waves"
772,"compression","0000-00-00 00:00:00","cross"
773,"refactoring","0000-00-00 00:00:00","vertical-stripes"
774,"datatables","0000-00-00 00:00:00","bricks"
775,"nsmutablearray","0000-00-00 00:00:00","bricks"
776,"touch","0000-00-00 00:00:00","bricks"
777,"uicollectionview","0000-00-00 00:00:00","waves"
778,"sas","0000-00-00 00:00:00","bricks"
779,"beautifulsoup","0000-00-00 00:00:00","arrows"
780,"django-views","0000-00-00 00:00:00","seigaiha"
781,"comparison","0000-00-00 00:00:00","stars"
782,"duplicates","0000-00-00 00:00:00","zigzag"
783,"installer","0000-00-00 00:00:00","japanese-cube"
784,"phpunit","0000-00-00 00:00:00","tablecloth"
785,"typescript","0000-00-00 00:00:00","madras"
786,"fancybox","0000-00-00 00:00:00","japanese-cube"
787,"wpf-controls","0000-00-00 00:00:00","tartan"
788,"64bit","0000-00-00 00:00:00","horizontal-stripes"
789,"css-float","0000-00-00 00:00:00","zigzag"
790,"wxpython","0000-00-00 00:00:00","cross"
791,"imagemagick","0000-00-00 00:00:00","weave"
792,"hex","0000-00-00 00:00:00","brady-bunch"
793,"focus","0000-00-00 00:00:00","seigaiha"
794,"applescript","0000-00-00 00:00:00","microbial-mat"
795,"odbc","0000-00-00 00:00:00","weave"
796,"continuous-integration","0000-00-00 00:00:00","bricks"
797,"sencha-touch","0000-00-00 00:00:00","stars"
798,"maps","0000-00-00 00:00:00","japanese-cube"
799,"less","0000-00-00 00:00:00","arrows"
800,"pygame","0000-00-00 00:00:00","shippo"
801,"export","0000-00-00 00:00:00","diagonal-stripes"
802,"subquery","0000-00-00 00:00:00","seigaiha"
803,"json.net","0000-00-00 00:00:00","bricks"
804,"debian","0000-00-00 00:00:00","upholstery"
805,"key","0000-00-00 00:00:00","diagonal-stripes"
806,"printf","0000-00-00 00:00:00","steps"
807,"append","0000-00-00 00:00:00","arrows"
808,"c++-cli","0000-00-00 00:00:00","argyle"
809,"install","0000-00-00 00:00:00","waves"
810,"nsarray","0000-00-00 00:00:00","stars"
811,"devexpress","0000-00-00 00:00:00","microbial-mat"
812,"titanium","0000-00-00 00:00:00","seigaiha"
813,"package","0000-00-00 00:00:00","blueprint"
814,"salesforce","0000-00-00 00:00:00","cicada-stripes"
815,"swt","0000-00-00 00:00:00","diagonal-stripes"
816,"scheme","0000-00-00 00:00:00","diagonal-stripes"
817,"label","0000-00-00 00:00:00","japanese-cube"
818,"laravel-5","0000-00-00 00:00:00","madras"
819,"mapping","0000-00-00 00:00:00","stars"
820,"height","0000-00-00 00:00:00","waves"
821,"streaming","0000-00-00 00:00:00","half-rombes"
822,"raspberry-pi","0000-00-00 00:00:00","upholstery"
823,"jms","0000-00-00 00:00:00","tablecloth"
824,"themes","0000-00-00 00:00:00","vertical-stripes"
825,"client","0000-00-00 00:00:00","madras"
826,"uitabbarcontroller","0000-00-00 00:00:00","blueprint"
827,"internet-explorer-9","0000-00-00 00:00:00","upholstery"
828,"registry","0000-00-00 00:00:00","blueprint"
829,"web-crawler","0000-00-00 00:00:00","tablecloth"
830,"many-to-many","0000-00-00 00:00:00","microbial-mat"
831,"google-visualization","0000-00-00 00:00:00","tartan"
832,"type-conversion","0000-00-00 00:00:00","tartan"
833,"awt","0000-00-00 00:00:00","tartan"
834,"eloquent","0000-00-00 00:00:00","vertical-stripes"
835,"jetty","0000-00-00 00:00:00","blueprint"
836,"sbt","0000-00-00 00:00:00","stars"
837,"double","0000-00-00 00:00:00","half-rombes"
838,"jasmine","0000-00-00 00:00:00","microbial-mat"
839,"malloc","0000-00-00 00:00:00","polka-dots"
840,"localhost","0000-00-00 00:00:00","seigaiha"
841,"wso2","0000-00-00 00:00:00","polka-dots"
842,"runtime","0000-00-00 00:00:00","steps"
843,"size","0000-00-00 00:00:00","arrows"
844,"ssrs-2008","0000-00-00 00:00:00","arrows"
845,"xcode5","0000-00-00 00:00:00","tablecloth"
846,"client-server","0000-00-00 00:00:00","horizontal-stripes"
847,"base64","0000-00-00 00:00:00","tartan"
848,"uilabel","0000-00-00 00:00:00","polka-dots"
849,"video-streaming","0000-00-00 00:00:00","cicada-stripes"
850,"internet-explorer-7","0000-00-00 00:00:00","weave"
851,"liferay","0000-00-00 00:00:00","weave"
852,"tdd","0000-00-00 00:00:00","zigzag"
853,"xmpp","0000-00-00 00:00:00","zigzag"
854,"delete","0000-00-00 00:00:00","horizontal-stripes"
855,"drawing","0000-00-00 00:00:00","tartan"
856,"computer-vision","0000-00-00 00:00:00","arrows"
857,"httpwebrequest","0000-00-00 00:00:00","waves"
858,"http-post","0000-00-00 00:00:00","brady-bunch"
859,"operator-overloading","0000-00-00 00:00:00","steps"
860,"pattern-matching","0000-00-00 00:00:00","arrows"
861,"reactjs","0000-00-00 00:00:00","cicada-stripes"
862,"sinatra","0000-00-00 00:00:00","polka-dots"
863,"server","0000-00-00 00:00:00","cross"
864,"cross-domain","0000-00-00 00:00:00","microbial-mat"
865,"pdf-generation","0000-00-00 00:00:00","arrows"
866,"latex","0000-00-00 00:00:00","blueprint"
867,"jstl","0000-00-00 00:00:00","steps"
868,"global-variables","0000-00-00 00:00:00","upholstery"
869,"interop","0000-00-00 00:00:00","stars"
870,"report","0000-00-00 00:00:00","waves"
871,"admob","0000-00-00 00:00:00","waves"
872,"pipe","0000-00-00 00:00:00","bricks"
873,"rewrite","0000-00-00 00:00:00","seigaiha"
874,"logic","0000-00-00 00:00:00","half-rombes"
875,"tomcat7","0000-00-00 00:00:00","diagonal-stripes"
876,"javafx-2","0000-00-00 00:00:00","madras"
877,"fragment","0000-00-00 00:00:00","upholstery"
878,"nlp","0000-00-00 00:00:00","polka-dots"
879,"scrapy","0000-00-00 00:00:00","cicada-stripes"
880,"syntax-error","0000-00-00 00:00:00","blueprint"
881,"linq-to-xml","0000-00-00 00:00:00","bricks"
882,"comments","0000-00-00 00:00:00","brady-bunch"
883,"width","0000-00-00 00:00:00","weave"
884,"progress-bar","0000-00-00 00:00:00","tablecloth"
885,"spring-boot","0000-00-00 00:00:00","bricks"
886,"textarea","0000-00-00 00:00:00","diagonal-stripes"
887,"authorization","0000-00-00 00:00:00","japanese-cube"
888,"editor","0000-00-00 00:00:00","brady-bunch"
889,"asp.net-ajax","0000-00-00 00:00:00","seigaiha"
890,"directx","0000-00-00 00:00:00","microbial-mat"
891,"lisp","0000-00-00 00:00:00","arrows"
892,"wordpress-theming","0000-00-00 00:00:00","polka-dots"
893,"cucumber","0000-00-00 00:00:00","steps"
894,"memcached","0000-00-00 00:00:00","blueprint"
895,"symfony1","0000-00-00 00:00:00","waves"
896,"operators","0000-00-00 00:00:00","shippo"
897,"range","0000-00-00 00:00:00","tablecloth"
898,"bit-manipulation","0000-00-00 00:00:00","waves"
899,"apple-push-notifications","0000-00-00 00:00:00","blueprint"
900,"async-await","0000-00-00 00:00:00","vertical-stripes"
901,"expression","0000-00-00 00:00:00","waves"
902,"tooltip","0000-00-00 00:00:00","upholstery"
903,"flex4","0000-00-00 00:00:00","vertical-stripes"
904,"twig","0000-00-00 00:00:00","weave"
905,"xml-serialization","0000-00-00 00:00:00","weave"
906,"associations","0000-00-00 00:00:00","madras"
907,"closures","0000-00-00 00:00:00","waves"
908,"ember-data","0000-00-00 00:00:00","polka-dots"
909,"jmeter","0000-00-00 00:00:00","waves"
910,"html-parsing","0000-00-00 00:00:00","bricks"
911,"uml","0000-00-00 00:00:00","cicada-stripes"
912,"mkmapview","0000-00-00 00:00:00","japanese-cube"
913,"monodroid","0000-00-00 00:00:00","microbial-mat"
914,"websphere","0000-00-00 00:00:00","stars"
915,"out-of-memory","0000-00-00 00:00:00","vertical-stripes"
916,"android-webview","0000-00-00 00:00:00","weave"
917,"osgi","0000-00-00 00:00:00","arrows"
918,"sencha-touch-2","0000-00-00 00:00:00","vertical-stripes"
919,"angularjs-ng-repeat","0000-00-00 00:00:00","polka-dots"
920,"preg-replace","0000-00-00 00:00:00","polka-dots"
921,"2d","0000-00-00 00:00:00","seigaiha"
922,"mongoid","0000-00-00 00:00:00","zigzag"
923,"apache-camel","0000-00-00 00:00:00","shippo"
924,"microsoft-metro","0000-00-00 00:00:00","argyle"
925,"ms-access-2007","0000-00-00 00:00:00","bricks"
926,"dynamics-crm-2011","0000-00-00 00:00:00","stars"
927,"java-8","0000-00-00 00:00:00","japanese-cube"
928,"database-connection","0000-00-00 00:00:00","horizontal-stripes"
929,"adobe","0000-00-00 00:00:00","argyle"
930,"apple","0000-00-00 00:00:00","weave"
931,"cloud","0000-00-00 00:00:00","microbial-mat"
932,"nunit","0000-00-00 00:00:00","tartan"
933,"iteration","0000-00-00 00:00:00","tablecloth"
934,"multiprocessing","0000-00-00 00:00:00","half-rombes"
935,"kendo-grid","0000-00-00 00:00:00","polka-dots"
936,"tortoisesvn","0000-00-00 00:00:00","seigaiha"
937,"html-lists","0000-00-00 00:00:00","blueprint"
938,"facebook-javascript-sdk","0000-00-00 00:00:00","weave"
939,"png","0000-00-00 00:00:00","blueprint"
940,"entity-framework-5","0000-00-00 00:00:00","argyle"
941,"entity","0000-00-00 00:00:00","polka-dots"
942,"media-queries","0000-00-00 00:00:00","vertical-stripes"
943,"cgi","0000-00-00 00:00:00","tartan"
944,"runtime-error","0000-00-00 00:00:00","stars"
945,"profiling","0000-00-00 00:00:00","arrows"
946,"vagrant","0000-00-00 00:00:00","seigaiha"
947,"subprocess","0000-00-00 00:00:00","horizontal-stripes"
948,"character","0000-00-00 00:00:00","vertical-stripes"
949,"html5-video","0000-00-00 00:00:00","cicada-stripes"
950,"rabbitmq","0000-00-00 00:00:00","horizontal-stripes"
951,"open-source","0000-00-00 00:00:00","japanese-cube"
952,"views","0000-00-00 00:00:00","polka-dots"
953,"ionic-framework","0000-00-00 00:00:00","weave"
954,"couchdb","0000-00-00 00:00:00","tablecloth"
955,"shared-libraries","0000-00-00 00:00:00","cicada-stripes"
956,"weblogic","0000-00-00 00:00:00","stars"
957,"signalr","0000-00-00 00:00:00","vertical-stripes"
958,"substring","0000-00-00 00:00:00","shippo"
959,"drupal-6","0000-00-00 00:00:00","seigaiha"
960,"submit","0000-00-00 00:00:00","tablecloth"
961,"ms-access-2010","0000-00-00 00:00:00","waves"
962,"pivot","0000-00-00 00:00:00","tartan"
963,"tcl","0000-00-00 00:00:00","vertical-stripes"
964,"textures","0000-00-00 00:00:00","japanese-cube"
965,"structure","0000-00-00 00:00:00","arrows"
966,"programming-languages","0000-00-00 00:00:00","weave"
967,"environment-variables","0000-00-00 00:00:00","waves"
968,"phantomjs","0000-00-00 00:00:00","argyle"
969,"try-catch","0000-00-00 00:00:00","horizontal-stripes"
970,"angular-ui-router","0000-00-00 00:00:00","brady-bunch"
971,"underscore.js","0000-00-00 00:00:00","horizontal-stripes"
972,"uitextview","0000-00-00 00:00:00","blueprint"
973,"ios-simulator","0000-00-00 00:00:00","zigzag"
974,"output","0000-00-00 00:00:00","shippo"
975,"field","0000-00-00 00:00:00","tablecloth"
976,"preg-match","0000-00-00 00:00:00","polka-dots"
977,"schema","0000-00-00 00:00:00","half-rombes"
978,"fullcalendar","0000-00-00 00:00:00","weave"
979,"glsl","0000-00-00 00:00:00","cicada-stripes"
980,"iis-7.5","0000-00-00 00:00:00","polka-dots"
981,"mule","0000-00-00 00:00:00","japanese-cube"
982,"byte","0000-00-00 00:00:00","shippo"
983,"apache-poi","0000-00-00 00:00:00","diagonal-stripes"
984,"task-parallel-library","0000-00-00 00:00:00","waves"
985,"google-plus","0000-00-00 00:00:00","japanese-cube"
986,"cors","0000-00-00 00:00:00","weave"
987,"jax-rs","0000-00-00 00:00:00","japanese-cube"
988,"scrollbar","0000-00-00 00:00:00","arrows"
989,"uinavigationbar","0000-00-00 00:00:00","tartan"
990,"itextsharp","0000-00-00 00:00:00","seigaiha"
991,"mingw","0000-00-00 00:00:00","waves"
992,"richfaces","0000-00-00 00:00:00","vertical-stripes"
993,"signals","0000-00-00 00:00:00","tartan"
994,"decimal","0000-00-00 00:00:00","tablecloth"
995,"android-gcm","0000-00-00 00:00:00","horizontal-stripes"
996,"domain-driven-design","0000-00-00 00:00:00","seigaiha"
997,"android-service","0000-00-00 00:00:00","horizontal-stripes"
998,"core-graphics","0000-00-00 00:00:00","brady-bunch"
999,"cxf","0000-00-00 00:00:00","upholstery"
1000,"android-camera","0000-00-00 00:00:00","cicada-stripes"
